Gruppierung Bezeichnung;Produktbereich;Produktbereich Bezeichnung;Produktgruppe;Produktgruppe Bezeichnung;Haushaltsjahr;Ertrag / Aufwand; €
Sonstige ordentliche Erträge;32;Personal und Organisation;32.07;Umsetzung des Gleichberechtigungsgebots;2019;E;1000,00
Sonstige ordentliche Erträge;32;Personal und Organisation;32.07;Umsetzung des Gleichberechtigungsgebots;2020;E;1000,00
Sonstige ordentliche Erträge;32;Personal und Organisation;32.08;Personalvertretungen;2015;E;286,28
Sonstige ordentliche Erträge;32;Personal und Organisation;32.08;Personalvertretungen;2017;E;1000,00
Sonstige ordentliche Erträge;32;Personal und Organisation;32.08;Personalvertretungen;2018;E;1000,00
Sonstige ordentliche Erträge;32;Personal und Organisation;32.08;Personalvertretungen;2019;E;1000,00
Sonstige ordentliche Erträge;32;Personal und Organisation;32.08;Personalvertretungen;2020;E;1000,00
Sonstige ordentliche Erträge;33;Revision und Recht;33.01;Prüfung und Beratung;2015;E;3282,07
Sonstige ordentliche Erträge;33;Revision und Recht;33.01;Prüfung und Beratung;2016;E;5000,00
Sonstige ordentliche Erträge;33;Revision und Recht;33.01;Prüfung und Beratung;2017;E;11000,00
Sonstige ordentliche Erträge;33;Revision und Recht;33.01;Prüfung und Beratung;2018;E;11000,00
Sonstige ordentliche Erträge;33;Revision und Recht;33.01;Prüfung und Beratung;2019;E;11000,00
Sonstige ordentliche Erträge;33;Revision und Recht;33.01;Prüfung und Beratung;2020;E;11000,00
Sonstige ordentliche Erträge;33;Revision und Recht;33.02;Datenschutz und IT-Sicherheit;2015;E;60,63
Sonstige ordentliche Erträge;33;Revision und Recht;33.03;Interne Rechtliche Serviceleistungen;2015;E;1649571,48
Sonstige ordentliche Erträge;33;Revision und Recht;33.03;Interne Rechtliche Serviceleistungen;2016;E;2000,00
Sonstige ordentliche Erträge;33;Revision und Recht;33.03;Interne Rechtliche Serviceleistungen;2017;E;4000,00
Sonstige ordentliche Erträge;33;Revision und Recht;33.03;Interne Rechtliche Serviceleistungen;2018;E;4000,00
Sonstige ordentliche Erträge;33;Revision und Recht;33.03;Interne Rechtliche Serviceleistungen;2019;E;4000,00
Sonstige ordentliche Erträge;33;Revision und Recht;33.03;Interne Rechtliche Serviceleistungen;2020;E;4000,00
Sonstige ordentliche Erträge;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2015;E;91008,84
Sonstige ordentliche Erträge;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2016;E;18000,00
Sonstige ordentliche Erträge;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2017;E;21000,00
Sonstige ordentliche Erträge;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2018;E;21000,00
Sonstige ordentliche Erträge;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2019;E;21000,00
Sonstige ordentliche Erträge;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2020;E;21000,00
Sonstige ordentliche Erträge;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2015;E;633953,46
Sonstige ordentliche Erträge;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2016;E;174000,00
Sonstige ordentliche Erträge;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2017;E;829000,00
Sonstige ordentliche Erträge;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2018;E;829000,00
Sonstige ordentliche Erträge;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2019;E;829000,00
Sonstige ordentliche Erträge;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2020;E;829000,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.01;Zentrale Serviceleistungen;2015;E;31337,68
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.01;Zentrale Serviceleistungen;2016;E;924000,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.01;Zentrale Serviceleistungen;2017;E;277000,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.01;Zentrale Serviceleistungen;2018;E;277000,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.01;Zentrale Serviceleistungen;2019;E;277000,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.01;Zentrale Serviceleistungen;2020;E;277000,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.02;Informations- und Kommunikationstechnologie;2015;E;1766514,78
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.02;Informations- und Kommunikationstechnologie;2016;E;1379000,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.02;Informations- und Kommunikationstechnologie;2017;E;1382000,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.02;Informations- und Kommunikationstechnologie;2018;E;1382000,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.02;Informations- und Kommunikationstechnologie;2019;E;1382000,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.02;Informations- und Kommunikationstechnologie;2020;E;1382000,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.03;Städtische Kommunikation;2015;E;22827,01
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.03;Städtische Kommunikation;2016;E;65000,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.03;Städtische Kommunikation;2017;E;30000,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.03;Städtische Kommunikation;2018;E;30000,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.03;Städtische Kommunikation;2019;E;30000,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.03;Städtische Kommunikation;2020;E;30000,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.04;Personalgestellung Küche;2015;E;79,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.05;E-Government-Strategie;2015;E;116,87
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.05;E-Government-Strategie;2017;E;1000,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.05;E-Government-Strategie;2018;E;1000,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.05;E-Government-Strategie;2019;E;1000,00
Sonstige ordentliche Erträge;35;Zentrale Dienste;35.05;E-Government-Strategie;2020;E;1000,00
Sonstige ordentliche Erträge;98;Zentrale Finanzwirtschaft;98.05;Zentrale Finanzleistungen;2015;E;2913035,93
Sonstige ordentliche Erträge;98;Zentrale Finanzwirtschaft;98.06;Steuern und steuerähnliche Einnahmen;2015;E;105832,74
Sonstige ordentliche Erträge;98;Zentrale Finanzwirtschaft;98.07;Sonstige allgemeine Deckungsmittel;2015;E;57278720,71
Sonstige ordentliche Erträge;98;Zentrale Finanzwirtschaft;98.07;Sonstige allgemeine Deckungsmittel;2016;E;53431000,00
Sonstige ordentliche Erträge;98;Zentrale Finanzwirtschaft;98.07;Sonstige allgemeine Deckungsmittel;2017;E;55631000,00
Sonstige ordentliche Erträge;98;Zentrale Finanzwirtschaft;98.07;Sonstige allgemeine Deckungsmittel;2018;E;56831000,00
Sonstige ordentliche Erträge;98;Zentrale Finanzwirtschaft;98.07;Sonstige allgemeine Deckungsmittel;2019;E;57531000,00
Sonstige ordentliche Erträge;98;Zentrale Finanzwirtschaft;98.07;Sonstige allgemeine Deckungsmittel;2020;E;57531000,00
Sonstige ordentliche Erträge;98;Zentrale Finanzwirtschaft;98.09;Unselbständige Stiftungen;2015;E;34391,24
Sonstige ordentliche Erträge;98;Zentrale Finanzwirtschaft;98.09;Unselbständige Stiftungen;2016;E;201000,00
Sonstige ordentliche Erträge;98;Zentrale Finanzwirtschaft;98.09;Unselbständige Stiftungen;2017;E;672000,00
Sonstige ordentliche Erträge;98;Zentrale Finanzwirtschaft;98.09;Unselbständige Stiftungen;2018;E;672000,00
Sonstige ordentliche Erträge;98;Zentrale Finanzwirtschaft;98.09;Unselbständige Stiftungen;2019;E;672000,00
Sonstige ordentliche Erträge;98;Zentrale Finanzwirtschaft;98.09;Unselbständige Stiftungen;2020;E;672000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2015;A;0,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2016;A;0,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;22;Umwelt;22.03;Anlagen der Abfallwirtschaft;2017;A;117000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;22;Umwelt;22.03;Anlagen der Abfallwirtschaft;2018;A;117000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;22;Umwelt;22.03;Anlagen der Abfallwirtschaft;2019;A;117000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;22;Umwelt;22.03;Anlagen der Abfallwirtschaft;2020;A;117000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;22;Umwelt;22.12;Kommunale Abfallwirtschaft;2015;A;116973,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;22;Umwelt;22.12;Kommunale Abfallwirtschaft;2016;A;116000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;22;Umwelt;22.12;Kommunale Abfallwirtschaft;2017;A;0,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;22;Umwelt;22.12;Kommunale Abfallwirtschaft;2018;A;0,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;22;Umwelt;22.12;Kommunale Abfallwirtschaft;2019;A;0,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;22;Umwelt;22.12;Kommunale Abfallwirtschaft;2020;A;0,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;32;Personal und Organisation;32.02;Personalentwicklung;2015;A;160003,43
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;32;Personal und Organisation;32.02;Personalentwicklung;2016;A;107000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;32;Personal und Organisation;32.02;Personalentwicklung;2017;A;160000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;32;Personal und Organisation;32.02;Personalentwicklung;2018;A;160000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;32;Personal und Organisation;32.02;Personalentwicklung;2019;A;160000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;32;Personal und Organisation;32.02;Personalentwicklung;2020;A;160000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;98;Zentrale Finanzwirtschaft;98.05;Zentrale Finanzleistungen;2015;A;4745635,29
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;98;Zentrale Finanzwirtschaft;98.05;Zentrale Finanzleistungen;2016;A;7000000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;98;Zentrale Finanzwirtschaft;98.05;Zentrale Finanzleistungen;2017;A;7000000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;98;Zentrale Finanzwirtschaft;98.05;Zentrale Finanzleistungen;2018;A;7000000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;98;Zentrale Finanzwirtschaft;98.05;Zentrale Finanzleistungen;2019;A;7000000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;98;Zentrale Finanzwirtschaft;98.05;Zentrale Finanzleistungen;2020;A;7000000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;98;Zentrale Finanzwirtschaft;98.06;Steuern und steuerähnliche Einnahmen;2015;A;265093735,35
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;98;Zentrale Finanzwirtschaft;98.06;Steuern und steuerähnliche Einnahmen;2016;A;264000000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;98;Zentrale Finanzwirtschaft;98.06;Steuern und steuerähnliche Einnahmen;2017;A;276000000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;98;Zentrale Finanzwirtschaft;98.06;Steuern und steuerähnliche Einnahmen;2018;A;279400000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;98;Zentrale Finanzwirtschaft;98.06;Steuern und steuerähnliche Einnahmen;2019;A;286800000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;98;Zentrale Finanzwirtschaft;98.06;Steuern und steuerähnliche Einnahmen;2020;A;151400000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;98;Zentrale Finanzwirtschaft;98.08;Umlagen;2015;A;236850536,28
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;98;Zentrale Finanzwirtschaft;98.08;Umlagen;2016;A;267118000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;98;Zentrale Finanzwirtschaft;98.08;Umlagen;2017;A;272823000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;98;Zentrale Finanzwirtschaft;98.08;Umlagen;2018;A;280373000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;98;Zentrale Finanzwirtschaft;98.08;Umlagen;2019;A;288923000,00
Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;98;Zentrale Finanzwirtschaft;98.08;Umlagen;2020;A;297973000,00
Steuern und steuerähnliche Erträge einschließlich Erträge aus gesetzlichen Umlagen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2015;E;0,00
Steuern und steuerähnliche Erträge einschließlich Erträge aus gesetzlichen Umlagen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2016;E;0,00
Steuern und steuerähnliche Erträge einschließlich Erträge aus gesetzlichen Umlagen;98;Zentrale Finanzwirtschaft;98.06;Steuern und steuerähnliche Einnahmen;2015;E;2495506108,33
Steuern und steuerähnliche Erträge einschließlich Erträge aus gesetzlichen Umlagen;98;Zentrale Finanzwirtschaft;98.06;Steuern und steuerähnliche Einnahmen;2016;E;2534200000,00
Steuern und steuerähnliche Erträge einschließlich Erträge aus gesetzlichen Umlagen;98;Zentrale Finanzwirtschaft;98.06;Steuern und steuerähnliche Einnahmen;2017;E;2667300000,00
Steuern und steuerähnliche Erträge einschließlich Erträge aus gesetzlichen Umlagen;98;Zentrale Finanzwirtschaft;98.06;Steuern und steuerähnliche Einnahmen;2018;E;2782800000,00
Steuern und steuerähnliche Erträge einschließlich Erträge aus gesetzlichen Umlagen;98;Zentrale Finanzwirtschaft;98.06;Steuern und steuerähnliche Einnahmen;2019;E;2852600000,00
Steuern und steuerähnliche Erträge einschließlich Erträge aus gesetzlichen Umlagen;98;Zentrale Finanzwirtschaft;98.06;Steuern und steuerähnliche Einnahmen;2020;E;2934300000,00
Transferaufwendungen;12;Brandschutz und Rettungsdienst;12.01;Brandschutz;2015;A;413,00
Transferaufwendungen;12;Brandschutz und Rettungsdienst;12.03;Rettungsdienst;2015;A;413,00
Transferaufwendungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2015;A;0,00
Transferaufwendungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2016;A;0,00
Transferaufwendungen;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2015;A;784781053,48
Transferaufwendungen;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2016;A;780000000,00
Transferaufwendungen;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2017;A;908459000,00
Transferaufwendungen;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2018;A;938459000,00
Transferaufwendungen;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2019;A;968459000,00
Transferaufwendungen;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2020;A;998459000,00
Transferaufwendungen;20;Bildung;20.01;Schulbetriebsmanagement/pädag. Aufgaben;2015;A;500,00
Transferaufwendungen;20;Bildung;20.03;Trägerübergreifende Kita-Aufgaben, Tagespflege;2015;A;10325464,36
Transferaufwendungen;20;Bildung;20.03;Trägerübergreifende Kita-Aufgaben, Tagespflege;2016;A;14965000,00
Transferaufwendungen;20;Bildung;20.03;Trägerübergreifende Kita-Aufgaben, Tagespflege;2017;A;14979000,00
Transferaufwendungen;20;Bildung;20.03;Trägerübergreifende Kita-Aufgaben, Tagespflege;2018;A;14979000,00
Transferaufwendungen;20;Bildung;20.03;Trägerübergreifende Kita-Aufgaben, Tagespflege;2019;A;14979000,00
Transferaufwendungen;20;Bildung;20.03;Trägerübergreifende Kita-Aufgaben, Tagespflege;2020;A;14979000,00
Versorgungsaufwendungen;10;Wahlen;10.01;Wahlen;2015;A;5354,73
Versorgungsaufwendungen;10;Wahlen;10.01;Wahlen;2016;A;6000,00
Versorgungsaufwendungen;10;Wahlen;10.01;Wahlen;2017;A;24000,00
Versorgungsaufwendungen;10;Wahlen;10.01;Wahlen;2018;A;24000,00
Versorgungsaufwendungen;10;Wahlen;10.01;Wahlen;2019;A;24000,00
Versorgungsaufwendungen;10;Wahlen;10.01;Wahlen;2020;A;26000,00
Versorgungsaufwendungen;10;Wahlen;10.03;Integration und Antidiskriminierung;2015;A;27271,67
Versorgungsaufwendungen;10;Wahlen;10.03;Integration und Antidiskriminierung;2016;A;29000,00
Versorgungsaufwendungen;10;Wahlen;10.03;Integration und Antidiskriminierung;2017;A;55000,00
Versorgungsaufwendungen;10;Wahlen;10.03;Integration und Antidiskriminierung;2018;A;55000,00
Versorgungsaufwendungen;10;Wahlen;10.03;Integration und Antidiskriminierung;2019;A;56000,00
Versorgungsaufwendungen;10;Wahlen;10.03;Integration und Antidiskriminierung;2020;A;59000,00
Versorgungsaufwendungen;10;Wahlen;10.04;Gleichberechtigung für Bürgerinnen;2015;A;7914,18
Versorgungsaufwendungen;10;Wahlen;10.04;Gleichberechtigung für Bürgerinnen;2016;A;8000,00
Versorgungsaufwendungen;10;Wahlen;10.04;Gleichberechtigung für Bürgerinnen;2017;A;7000,00
Versorgungsaufwendungen;10;Wahlen;10.04;Gleichberechtigung für Bürgerinnen;2018;A;7000,00
Versorgungsaufwendungen;10;Wahlen;10.04;Gleichberechtigung für Bürgerinnen;2019;A;7000,00
Versorgungsaufwendungen;10;Wahlen;10.04;Gleichberechtigung für Bürgerinnen;2020;A;8000,00
Versorgungsaufwendungen;10;Wahlen;10.05;Statistik und Stadtbeobachtung;2015;A;87690,57
Versorgungsaufwendungen;10;Wahlen;10.05;Statistik und Stadtbeobachtung;2016;A;90000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.01;Einwohnerangelegenheiten;2015;A;249148,28
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.01;Einwohnerangelegenheiten;2016;A;253000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.01;Einwohnerangelegenheiten;2017;A;510000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.01;Einwohnerangelegenheiten;2018;A;510000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.01;Einwohnerangelegenheiten;2019;A;517000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.01;Einwohnerangelegenheiten;2020;A;544000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.02;Staatsangehörigkeit und Personenstand;2015;A;295303,28
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.02;Staatsangehörigkeit und Personenstand;2016;A;303000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.02;Staatsangehörigkeit und Personenstand;2017;A;553000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.02;Staatsangehörigkeit und Personenstand;2018;A;553000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.02;Staatsangehörigkeit und Personenstand;2019;A;561000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.02;Staatsangehörigkeit und Personenstand;2020;A;592000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.04;Ordnung und Sicherheit;2015;A;1823984,98
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.04;Ordnung und Sicherheit;2016;A;1875000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.04;Ordnung und Sicherheit;2017;A;2931000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.04;Ordnung und Sicherheit;2018;A;2931000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.04;Ordnung und Sicherheit;2019;A;2974000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.04;Ordnung und Sicherheit;2020;A;3143000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.05;Verkehrssteuerung und -überwachung;2015;A;222794,61
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.05;Verkehrssteuerung und -überwachung;2016;A;228000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.05;Verkehrssteuerung und -überwachung;2017;A;351000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.05;Verkehrssteuerung und -überwachung;2018;A;351000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.05;Verkehrssteuerung und -überwachung;2019;A;357000,00
Versorgungsaufwendungen;11;Ordnung und Sicherheit;11.05;Verkehrssteuerung und -überwachung;2020;A;377000,00
Versorgungsaufwendungen;12;Brandschutz und Rettungsdienst;12.01;Brandschutz;2015;A;5877065,21
Versorgungsaufwendungen;12;Brandschutz und Rettungsdienst;12.01;Brandschutz;2016;A;6055000,00
Versorgungsaufwendungen;12;Brandschutz und Rettungsdienst;12.01;Brandschutz;2017;A;9037000,00
Versorgungsaufwendungen;12;Brandschutz und Rettungsdienst;12.01;Brandschutz;2018;A;9037000,00
Versorgungsaufwendungen;12;Brandschutz und Rettungsdienst;12.01;Brandschutz;2019;A;9166000,00
Versorgungsaufwendungen;12;Brandschutz und Rettungsdienst;12.01;Brandschutz;2020;A;9695000,00
Versorgungsaufwendungen;12;Brandschutz und Rettungsdienst;12.02;Leitstelle;2015;A;243926,40
Versorgungsaufwendungen;12;Brandschutz und Rettungsdienst;12.02;Leitstelle;2016;A;253000,00
Versorgungsaufwendungen;12;Brandschutz und Rettungsdienst;12.02;Leitstelle;2017;A;501000,00
Versorgungsaufwendungen;12;Brandschutz und Rettungsdienst;12.02;Leitstelle;2018;A;501000,00
Versorgungsaufwendungen;12;Brandschutz und Rettungsdienst;12.02;Leitstelle;2019;A;509000,00
Versorgungsaufwendungen;12;Brandschutz und Rettungsdienst;12.02;Leitstelle;2020;A;540000,00
Versorgungsaufwendungen;12;Brandschutz und Rettungsdienst;12.03;Rettungsdienst;2015;A;677521,74
Versorgungsaufwendungen;12;Brandschutz und Rettungsdienst;12.03;Rettungsdienst;2016;A;703000,00
Versorgungsaufwendungen;12;Brandschutz und Rettungsdienst;12.03;Rettungsdienst;2017;A;1418000,00
Versorgungsaufwendungen;12;Brandschutz und Rettungsdienst;12.03;Rettungsdienst;2018;A;1418000,00
Versorgungsaufwendungen;12;Brandschutz und Rettungsdienst;12.03;Rettungsdienst;2019;A;1438000,00
Versorgungsaufwendungen;12;Brandschutz und Rettungsdienst;12.03;Rettungsdienst;2020;A;1518000,00
Versorgungsaufwendungen;13;Stadtplanung;13.01;Stadtplanung;2015;A;391279,45
Versorgungsaufwendungen;13;Stadtplanung;13.01;Stadtplanung;2016;A;407000,00
Versorgungsaufwendungen;13;Stadtplanung;13.01;Stadtplanung;2017;A;642000,00
Versorgungsaufwendungen;13;Stadtplanung;13.01;Stadtplanung;2018;A;642000,00
Versorgungsaufwendungen;13;Stadtplanung;13.01;Stadtplanung;2019;A;652000,00
Versorgungsaufwendungen;13;Stadtplanung;13.01;Stadtplanung;2020;A;691000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.01;Vermessungen;2015;A;71165,30
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.01;Vermessungen;2016;A;77000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.01;Vermessungen;2017;A;116000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.01;Vermessungen;2018;A;116000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.01;Vermessungen;2019;A;118000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.01;Vermessungen;2020;A;126000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.02;Geoinformation;2015;A;179020,79
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.02;Geoinformation;2016;A;185000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.02;Geoinformation;2017;A;270000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.02;Geoinformation;2018;A;270000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.02;Geoinformation;2019;A;274000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.02;Geoinformation;2020;A;290000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.03;Bodenordnung;2015;A;54854,05
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.03;Bodenordnung;2016;A;55000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.03;Bodenordnung;2017;A;81000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.03;Bodenordnung;2018;A;81000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.03;Bodenordnung;2019;A;82000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.03;Bodenordnung;2020;A;86000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.04;Immobilienconsulting und -bewertung;2015;A;23916,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.04;Immobilienconsulting und -bewertung;2016;A;26000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.04;Immobilienconsulting und -bewertung;2017;A;57000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.04;Immobilienconsulting und -bewertung;2018;A;57000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.04;Immobilienconsulting und -bewertung;2019;A;58000,00
Versorgungsaufwendungen;14;Geoinformation und Grundstücksordnung;14.04;Immobilienconsulting und -bewertung;2020;A;61000,00
Versorgungsaufwendungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2015;A;401381,56
Versorgungsaufwendungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2016;A;415000,00
Versorgungsaufwendungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2017;A;661000,00
Versorgungsaufwendungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2018;A;661000,00
Versorgungsaufwendungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2019;A;671000,00
Versorgungsaufwendungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2020;A;711000,00
Versorgungsaufwendungen;15;Bauaufsicht und Denkmalschutz;15.02;Denkmalschutz und -pflege;2015;A;37023,25
